source_file,chapter,ordinal,line,label,caption,tikzpicture_count,axis_count,addplot3_count,minipage_count,true_3d,true_3d_signals,semantic_3d_review_candidate,unterminated
chapters/ch08-integral-accumulation.tex,,1,124,fig:constant-velocity-area,"For constant velocity, displacement is the area of a rectangle under the velocity graph.",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,2,262,fig:piecewise-constant-velocity,"For piecewise constant velocity, displacement is a sum of rectangle areas.",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,3,446,fig:sampled-velocity-rectangles,A sampled velocity table leads naturally to rectangular distance estimates.,1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,4,552,fig:signed-velocity-area,Area above the time axis counts positive. Area below the time axis counts negative for displacement.,1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,5,708,fig:left-rectangles-x-squared,"Left endpoint rectangles estimate the area under \(y=x^2\) on \([0,2]\).",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,6,905,fig:lower-upper-x-squared,"For an increasing function, left rectangles give a lower sum and right rectangles give an upper sum.",2,2,0,2,False,,False,False
chapters/ch08-integral-accumulation.tex,,7,1175,fig:rectangles-triangle-area,"For \(y=x\) on \([0,2]\), rectangular sums approach the known triangle area \(2\).",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,8,2289,fig:partition-sample-points,A partition divides the interval. A sample point in each subinterval determines the rectangle height.,1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,9,2728,fig:riemann-x-squared-right,"The exact area under \(y=x^2\) on \([0,2]\) is the limit of these rectangular sums: \(\int_0^2 x^2\,dx=8/3\).",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,10,3049,fig:signed-area-linear,The integral counts area below the axis negatively and area above the axis positively.,1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,11,3192,fig:piecewise-velocity-signed-area,"The signed rectangle areas are \(2\), \(-2\), and \(3\). Their sum is the displacement.",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,12,3514,fig:additivity-over-intervals,"Accumulation over \([a,b]\) is the sum of accumulation over \([a,c]\) and \([c,b]\).",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,13,3879,fig:average-value-equal-area,The average value is the constant height that gives the same accumulated area.,2,2,0,2,False,,False,False
chapters/ch08-integral-accumulation.tex,,14,4071,fig:odd-function-cancellation,"For an odd function on a symmetric interval, the two signed areas cancel.",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,15,4572,fig:monotone-upper-lower-sums,"For an increasing function, left endpoint rectangles give lower sums and right endpoint rectangles give upper sums. As the widths shrink, the two sums squeeze together.",2,2,0,2,False,,False,False
chapters/ch08-integral-accumulation.tex,,16,4707,fig:finite-jump-integrable,"A finite jump does not prevent integrability. The jump occurs at one point, and one point has no width.",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,17,4834,fig:dirichlet-function-not-integrable,"This picture can only hint at the function \(D\). In every interval, the graph has points at height \(1\) and points at height \(0\).",1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,18,5252,fig:power-data-energy-project,Energy use is accumulated power. The area under the power graph has units of kilowatt-hours.,1,1,0,0,False,,False,False
chapters/ch08-integral-accumulation.tex,,19,5523,fig:accumulation-moving-endpoint-hook,"When the endpoint moves from \(x\) to \(x+h\), the accumulation changes by the area of a thin strip.",1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,1,70,fig:area-moving-endpoint-line,"As the right endpoint \(x\) moves, the accumulated area \(A(x)\) changes.",1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,2,248,fig:accumulation-change-strip,The change in an accumulation function is the thin strip from \(x\) to \(x+h\).,1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,3,514,fig:ftc1-step-counterexample,A jump in \(f\) can produce a corner in the accumulation function \(A\).,2,2,0,2,False,,False,False
chapters/ch09-fundamental-theorem.tex,,4,615,fig:ftc1-squeeze-strip,Continuity squeezes the average height of a thin strip toward \(f(x)\).,1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,5,1059,fig:ftc2-line-area,The integral of \(2x+3\) from \(1\) to \(4\) is the area of a trapezoid.,1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,6,1635,fig:velocity-net-change-sign,Signed velocity gives displacement. Total distance requires adding the absolute changes.,1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,7,1906,fig:antiderivative-family-shifts,Antiderivatives of the same function differ by vertical shifts. Their slopes at the same \(x\)-value are equal.,1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,8,2623,fig:oriented-interval,The same interval with opposite orientations gives integrals with opposite signs.,1,0,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,9,2913,fig:substitution-stretching-scale,The substitution \(x=u^2\) stretches the measuring scale. Equal \(u\)-steps do not give equal \(x\)-steps.,1,0,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,10,3309,fig:warning-jump-accumulation,A jump discontinuity in \(f\) can produce a corner in the accumulation function \(A\).,2,2,0,2,False,,False,False
chapters/ch09-fundamental-theorem.tex,,11,3760,fig:signed-area-cancellation-line,The integral of \(x\) from \(-1\) to \(1\) is zero because positive and negative signed areas cancel.,1,1,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,12,3920,fig:chapter9-ftc-map,"The Fundamental Theorem connects rate, accumulation, antiderivative, and net change.",1,0,0,0,False,,False,False
chapters/ch09-fundamental-theorem.tex,,13,4779,fig:reconstruct-from-rate-data,"To reconstruct \(Q(t)\), accumulate the measured rate \(R(t)\).",1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,1,161,fig:area-line-parabola,"A vertical strip has height \(2x-x^2\), so the area is \(\int_0^2(2x-x^2)\,dx\).",1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,2,456,fig:right-minus-left-sideways-parabolas,"A horizontal strip has length \((2-y^2)-y^2\), so we integrate with respect to \(y\).",1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,3,754,fig:volume-by-slicing-loaf,Volume by slicing: a differential slice of thickness \(\Delta x\) has volume approximately \(A(x)\Delta x\).,1,1,6,0,True,\addplot3; 3D axis view; z-axis limits; z-buffer; surface/mesh axis,False,False
chapters/ch10-what-integrals-measure.tex,,4,1011,fig:disk-method-sqrtx,Rotating the region under \(y=\sqrt{x}\) around the \(x\)-axis gives disk slices.,1,1,6,0,True,\addplot3; 3D axis view; z-axis limits; z-buffer; surface/mesh axis,False,False
chapters/ch10-what-integrals-measure.tex,,5,1439,fig:disk-method-y-axis,Rotating around the \(y\)-axis suggests horizontal slices and an integral in \(y\).,1,1,6,0,True,\addplot3; 3D axis view; z-axis limits; z-buffer; surface/mesh axis,False,False
chapters/ch10-what-integrals-measure.tex,,6,1868,fig:shell-parabola,A vertical strip rotated around the \(y\)-axis makes a cylindrical shell.,1,1,0,0,False,,True,False
chapters/ch10-what-integrals-measure.tex,,7,1960,fig:shell-1-over-x,"The shell height is \(1/x\), so \(x\cdot(1/x)=1\). The shell setup is especially simple.",1,1,0,0,False,,True,False
chapters/ch10-what-integrals-measure.tex,,8,2362,fig:rod-density-center-mass,"For \(\lambda(x)=2+x\) on \([0,4]\), more mass lies to the right, so the center of mass is right of the midpoint.",1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,9,2923,fig:triangular-lamina-center-mass,A triangular lamina can be handled by vertical slices. Each slice contributes mass and moment.,1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,10,3194,fig:work-force-area,Work is the accumulated area under a force-versus-position graph.,1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,11,3325,fig:spring-hookes-law,"The farther the spring is stretched, the larger the force needed to hold it.",1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,12,3498,fig:lifting-chain,A piece \(y\) units below the roof must be lifted \(y\) units.,1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,13,3722,fig:pumping-rectangular-tank,"Each water slice has the same area, but the lower slices must be lifted farther.",1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,14,4076,fig:hydrostatic-rectangular-plate,A horizontal strip has nearly constant pressure because its depth is nearly constant.,1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,15,4214,fig:hydrostatic-triangle,"For the triangular plate, the strip width is a linear function of depth.",1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,16,4481,fig:hydrostatic-circular-window,"For a symmetric vertical window, the centroid depth gives the total force quickly.",1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,17,4742,fig:average-value-x-squared,The average value is the height of a rectangle with the same area as the region under the graph.,1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,18,5122,fig:triangular-density,"For the density \(p(x)=2x\), probability is area under the density curve.",1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,19,5353,fig:standard-normal-density,"For a normal density, probabilities are areas under the bell-shaped curve.",1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,20,5528,fig:arc-length-polygonal,A smooth curve is approximated by short straight pieces. Each small length comes from the Pythagorean theorem.,1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,21,5857,fig:surface-area-band,A small arc segment rotated around the \(x\)-axis sweeps out a thin band.,1,0,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,22,6061,fig:sphere-from-semicircle,Rotating the upper semicircle around the \(x\)-axis produces a sphere.,1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,23,6132,fig:sine-arc-length,Even a simple curve can lead to a length integral with no elementary antiderivative.,1,1,0,0,False,,False,False
chapters/ch10-what-integrals-measure.tex,,24,6406,fig:one-region-several-questions,The same region can produce different integrals depending on what quantity is being measured.,1,1,0,0,False,,False,False
chapters/ch11-techniques-integration.tex,,1,1764,fig:trig-substitution-triangles,The three substitutions are right-triangle substitutions. The triangle helps us return to \(x\).,3,0,0,3,False,,False,False
chapters/ch11-techniques-integration.tex,,2,3973,fig:integration-decision-tree,A practical order of questions. The arrows are not laws; they are a way to begin thinking.,1,0,0,0,False,,False,False
chapters/ch11-techniques-integration.tex,,3,5248,fig:one-over-x-vs-one-over-x-squared,"Both curves approach \(0\), but the tail of \(1/x\) has infinite area while the tail of \(1/x^2\) has finite area.",2,2,0,2,False,,False,False
chapters/ch11-techniques-integration.tex,,4,5510,fig:infinite-discontinuity-comparison,A function may become infinite near an endpoint and still have finite area. The rate of blowup matters.,1,1,0,0,False,,False,False
chapters/ch11-techniques-integration.tex,,5,6542,fig:principal-value-one-over-x,"The positive and negative pieces of \(1/x\) cancel symmetrically, but each piece has infinite size.",1,1,0,0,False,,False,False
chapters/ch11-techniques-integration.tex,,6,6846,fig:trig-substitution-domain-branches,The expression \(\sqrt{x^2-4}\) has two real branches of the domain. A trigonometric substitution must respect the branch.,1,0,0,0,False,,False,False
chapters/ch11-techniques-integration.tex,,7,6944,fig:chapter-11-integration-map,"A practical order of questions for integration. The order is flexible, but the first step is always to read the integrand.",1,0,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,1,131,fig:gaussian-integral-piece,"The area \(\int_0^1 e^{-x^2}\,dx\) exists, even though the antiderivative is not elementary.",1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,2,370,fig:midpoint-single-interval,The midpoint rule uses one rectangle whose height is taken at the midpoint.,1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,3,469,fig:trapezoid-single-interval,The trapezoidal rule replaces the graph by the secant line over the interval.,1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,4,576,fig:composite-midpoint-exp,The composite midpoint rule adds midpoint rectangles over smaller subintervals.,1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,5,804,fig:trapezoid-concavity-error,"For concave-up graphs, trapezoids lie above the curve. For concave-down graphs, trapezoids lie below.",2,2,0,2,False,,False,False
chapters/ch12-numerical-integration.tex,,6,1188,fig:simpson-quadratic-through-three-points,Simpson's Rule replaces the graph on two subintervals by the parabola through three sample points.,1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,7,2044,fig:finite-difference-secants,"Forward, backward, and centered differences approximate the tangent slope using nearby secant slopes.",1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,8,2546,fig:centered-difference-absolute-value,"For \(f(x)=|x|\), the centered difference at \(0\) equals \(0\), but the derivative at \(0\) does not exist.",1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,9,3056,fig:newton-double-root,"At a double root, the graph is tangent to the \(x\)-axis. Newton's method still moves toward the root, but much more slowly.",1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,10,3256,fig:newton-map-x2-plus-1,Newton's method for \(x^2+1=0\) over the real numbers produces the iteration \(N(x)=\frac12(x-1/x)\). There is no real root to attract the iterates.,1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,11,3493,fig:normal-density-probability,"For a probability density, area under the curve is probability.",1,1,0,0,False,,False,False
chapters/ch12-numerical-integration.tex,,12,3634,fig:smooth-vs-rough-integration,High-order numerical rules are most powerful when the function is smooth enough for their error theory.,2,2,0,2,False,,False,False
chapters/ch13-differential-equations.tex,,1,436,fig:initial-values-select-solutions,The equation \(y'=1-y\) gives a family of solution curves. An initial condition selects one curve.,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,2,643,fig:direction-field-one-minus-y,A direction field draws the slope prescribed by \(y'=1-y\) at many points. Solution curves follow the field.,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,3,894,fig:logistic-phase-line,"For \(y'=y(1-y)\), the arrows show whether solutions move up or down.",1,0,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,4,1192,fig:euler-y-prime-one-minus-y,Euler's method follows the slope field by taking one tangent-line step at a time.,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,5,2205,fig:cooling-separable,Newton's law of cooling gives exponential approach to the surrounding temperature.,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,6,2875,fig:logistic-solutions-ch13,Logistic solutions move toward the carrying capacity. From below they rise toward \(K\); from above they fall toward \(K\).,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,7,2987,fig:logistic-phase-line-ch13,The logistic phase line shows how the equation pushes solutions along the \(P\)-axis.,1,0,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,8,3129,fig:threshold-phase-line,"In a threshold model, the population must start above \(A\) to move toward the carrying capacity \(K\).",1,0,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,9,3331,fig:harvesting-growth-curve,A constant harvest is sustainable only if the harvest line meets the natural growth curve.,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,10,4067,fig:linear-mixing-salt,"With a constant incoming concentration, the salt amount approaches an equilibrium.",1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,11,4671,fig:simple-harmonic-motion-cos,Simple harmonic motion oscillates around the equilibrium \(y=0\).,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,12,5112,fig:damped-oscillation,Damping multiplies the oscillation by a decaying envelope.,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,13,5307,fig:resonance-response,"In the undamped model \(y''+\omega^2y=A\cos(\gamma t)\), the response grows large as \(\gamma\) approaches \(\omega\).",1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,14,5660,fig:predator-prey-phase-plane,"A predator-prey system is read in the phase plane. The point \((R(t),W(t))\) moves according to the vector \((R',W')\).",1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,15,5917,fig:oscillator-phase-plane,The simple oscillator becomes a first-order system in the position-velocity plane.,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,16,6139,fig:yprime-y-squared-lost-solution,The separated family \(y=1/(C-t)\) misses the equilibrium solution \(y=0\).,1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,17,6309,fig:euler-large-step-false-behavior,"With a large step, Euler's method can invent behavior opposite to the true solution.",1,1,0,0,False,,False,False
chapters/ch13-differential-equations.tex,,18,6509,fig:same-de-different-initial-conditions,The equation \(y'=1-y\) gives a family. The initial condition selects one solution.,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,1,102,fig:parametric-unit-circle,The parameter \(t\) tells how the point moves around the circle.,1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,2,263,fig:parametric-line-segment,"The equations \(x=1+3t,\;y=-2+t\) trace a line segment with a direction.",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,3,323,fig:sideways-parabola-parametric,"The sideways parabola is easy to trace parametrically: \(x=t^2-1,\;y=t\).",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,4,855,fig:parametric-slope-sideways-parabola,"For \(x=t^2-1,\;y=t\), the slope is \(\dfrac{1}{2t}\) when \(t\neq0\).",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,5,1063,fig:circle-horizontal-vertical-tangents,"On the unit circle, \(y'=0\) gives horizontal tangents and \(x'=0\) gives vertical tangents.",1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,6,1493,fig:parametric-projectile,"The equations \(x=80t,\;y=5+60t-16t^2\) give the path and the motion along it.",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,7,1779,fig:parametric-circle-length,"The circle is traced at constant speed \(R\), so its length is \(2\pi R\).",1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,8,1998,fig:sphere-from-parametric-semicircle,The sphere is built from rotating small arc segments of the upper semicircle.,1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,9,2247,fig:parametric-ellipse-area,The counterclockwise parametrization of an ellipse gives the area \(\pi ab\).,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,10,2343,fig:cycloid-one-arch,A point on a rolling wheel traces a cycloid. The picture is scaled by \(R\).,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,11,2603,fig:polar-coordinate-point,Polar coordinates describe a point by distance from the origin and angle from the positive \(x\)-axis.,1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,12,3027,fig:circle-and-spiral-polar,A constant radius gives a circle. A radius growing with angle gives a spiral.,2,2,0,2,False,,False,False
chapters/ch14-parametric-polar.tex,,13,3150,fig:polar-circle-offset,The polar equation \(r=2\cos\theta\) is the circle \((x-1)^2+y^2=1\).,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,14,3227,fig:rose-cardioid-polar,Rose curves and limacons are simple in polar coordinates but awkward in Cartesian coordinates.,2,2,0,2,False,,False,False
chapters/ch14-parametric-polar.tex,,15,3338,fig:limacon-inner-loop,"When \(r=1+2\cos\theta\), negative values of \(r\) create an inner loop.",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,16,3506,fig:polar-spiral-slope,A polar graph is a parametric curve with \(\theta\) as the parameter.,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,17,3727,fig:polar-circle-slope,The polar slope formula gives a horizontal tangent at the top of the circle \(r=2\cos\theta\).,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,18,3911,fig:polar-sector-area,A small angular slice is approximately a sector of area \(\frac12r^2\Delta\theta\).,1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,19,4058,fig:cardioid-area-polar,The cardioid area is found by accumulating small sectors.,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,20,4578,fig:polar-intersections-origin,"The two circles intersect at \((1,1)\) and at the origin. The origin is reached at different polar angles.",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,21,4794,fig:parabola-focus-directrix,A parabola is the set of points equidistant from a focus and a directrix.,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,22,5211,fig:ellipse-hyperbola-standard,Ellipses close up because \(0\le e<1\). Hyperbolas open because \(e>1\).,2,2,0,2,False,,False,False
chapters/ch14-parametric-polar.tex,,23,5501,fig:polar-parabola-conic,The polar equation \(r=\frac{4}{1+\cos\theta}\) is a parabola with focus at the pole.,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,24,5640,fig:eccentricity-polar-conics,"In polar form, changing \(e\) changes the conic type. The focus is at the pole.",3,3,0,3,False,,False,False
chapters/ch14-parametric-polar.tex,,25,5908,fig:ellipse-focus-at-pole,"In the polar form of an ellipse, the focus is placed at the pole. The center is not at the pole.",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,26,6370,fig:complex-number-as-point,"The complex number \(a+bi\) is the point \((a,b)\) in the plane.",1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,27,6595,fig:multiply-by-i-rotation,Multiplication by \(i\) rotates the plane by \(90^\circ\) counterclockwise.,1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,28,6830,fig:oscillation-complex-exponential,Sine and cosine are projections of circular motion. Euler's formula writes that motion as \(e^{i\omega t}\).,1,0,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,29,7090,fig:parametric-pause-smooth-parabola,"The parametrization \(x=t^3,\;y=t^6\) pauses at the origin, but the geometric curve is the smooth parabola \(y=x^2\).",1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,30,7207,fig:polar-circle-traced-twice,Using \(0\le\theta\le2\pi\) for \(r=2\cos\theta\) traces the same circle twice.,1,1,0,0,False,,False,False
chapters/ch14-parametric-polar.tex,,31,7423,fig:three-zero-velocity-tangent-outcomes,"At \(t=0\), all three parametrizations have \(x'(0)=y'(0)=0\), but their tangents are different.",3,3,0,3,False,,False,False
chapters/ch14-parametric-polar.tex,,32,8125,fig:cycloid-animation-project,A cycloid animation should show the rolling circle and the point \(P(t)\) tracing the curve.,1,1,0,0,False,,False,False
chapters/ch15-sequences-series.tex,,1,164,fig:sequence-points-approach-one,The sequence \(c_n=1-\frac1n\) approaches \(1\) from below.,1,1,0,0,False,,False,False
chapters/ch15-sequences-series.tex,,2,941,fig:recursive-halfway-to-three,The recursion \(a_{n+1}=(a_n+3)/2\) moves halfway to \(3\) at each step.,1,1,0,0,False,,False,False
chapters/ch15-sequences-series.tex,,3,1176,fig:partial-sums-halves,The partial sums \(S_n=\frac12+\frac14+\cdots+\frac1{2^n}\) approach \(1\).,1,1,0,0,False,,False,False
chapters/ch15-sequences-series.tex,,4,2231,fig:harmonic-grouping-blocks,Grouping the harmonic series into doubled blocks shows that the partial sums keep gaining at least \(1/2\).,1,0,0,0,False,,False,False
chapters/ch15-sequences-series.tex,,5,2356,fig:integral-test-rectangles,"For a positive decreasing function, rectangle sums and improper integrals control each other.",1,1,0,0,False,,False,False
chapters/ch15-sequences-series.tex,,6,3378,fig:alternating-harmonic-partial-sums,The alternating harmonic partial sums bounce above and below their limiting value.,1,1,0,0,False,,False,False
chapters/ch15-sequences-series.tex,,7,5461,fig:riemann-rearrangement-idea,"The Riemann rearrangement idea: alternate above and below a target, with shrinking overshoots.",1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,1,319,fig:radius-of-convergence,A power series has a center \(a\) and a radius of convergence \(R\). Endpoint behavior is not decided by the radius alone.,1,0,0,0,False,,False,False
chapters/ch16-power-series.tex,,2,1238,fig:safe-interval-inside-radius,"Inside a smaller interval \([a-r,a+r]\), a power series is controlled uniformly by geometric bounds.",1,0,0,0,False,,False,False
chapters/ch16-power-series.tex,,3,1435,fig:geometric-partial-sums-function,"Partial sums of the geometric series approach \(\frac1{1-x}\) on \((-1,1)\).",1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,4,2341,fig:taylor-polynomials-exp,Taylor polynomials for \(e^x\) match more derivatives at the center \(0\).,1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,5,2973,fig:taylor-remainder-gap,The remainder is the vertical gap between the function and its Taylor polynomial at the chosen input.,1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,6,3987,fig:sin-taylor-polynomials,"Taylor polynomials for \(\sin x\) are best near the center \(0\), then improve outward as more terms are added.",1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,7,5182,fig:gaussian-taylor-approx,"On \([0,1]\), a Taylor polynomial gives a close approximation to \(e^{-x^2}\), and integrating the polynomial gives an approximation to the area.",1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,8,5798,fig:pointwise-xn,"The functions \(x^n\) converge pointwise on \([0,1]\), but the convergence is slow near \(x=1\).",1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,9,6498,fig:flat-function,"The function \(e^{-1/x^2}\), with \(f(0)=0\), is positive away from \(0\) but is infinitely flat at \(0\).",1,1,0,0,False,,False,False
chapters/ch16-power-series.tex,,10,6961,fig:local-series-radius-block,"The Maclaurin series for \(\frac1{1-x}\) has radius \(1\). It cannot pass the singularity at \(x=1\), even though the function is defined again at \(x=2\).",1,0,0,0,False,,False,False
chapters/ch16-power-series.tex,,11,7653,fig:euler-formula-hook,The Taylor series hint that \(e^{i\theta}\) traces the unit circle.,1,0,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,1,86,fig:complex-plane-3-plus-4i,"The complex number \(3+4i\) is drawn as the point \((3,4)\) in the complex plane.",1,0,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,2,313,fig:complex-polar-form,Polar form records a complex number by its length \(r\) and angle \(\theta\).,1,0,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,3,548,fig:multiply-by-i-rotation,Multiplication by \(i\) rotates a complex number counterclockwise by \(90^\circ\).,1,0,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,4,832,fig:fourth-roots-unity,The equation \(z^4=1\) has four solutions on the unit circle.,1,0,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,5,907,fig:eit-position-velocity,The position \(e^{it}\) lies on the unit circle. Its velocity \(ie^{it}\) is a quarter-turn of the position.,1,0,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,6,1148,fig:spring-mass-equation,A spring pulls back toward equilibrium. Newton's law turns this restoring force into a second-order equation.,1,0,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,7,1517,fig:spring-solution-amplitude-phase,The solution of \(y''+9y=0\) is periodic. Its amplitude is determined by the initial position and velocity.,1,1,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,8,1710,fig:phase-plane-energy-ellipse,"For an undamped oscillator, the phase point \((y,y')\) moves around a closed energy curve.",1,1,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,9,1884,fig:chapter17-damped-oscillation,"A lightly damped oscillator still oscillates, but its amplitude shrinks exponentially.",1,1,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,10,2009,fig:damped-forced-response,"With damping, resonance produces a large response near the natural frequency, but the amplitude remains finite.",1,1,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,11,2161,fig:fourier-wave-mixture,Adding a few sine and cosine waves already creates a more complicated periodic shape.,1,1,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,12,2262,fig:orthogonality-product-signed-area,"The product \(\sin t\sin(2t)\) has signed area zero over \([-\pi,\pi]\).",1,1,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,13,2568,fig:square-wave-fourier-partial-sums,"Fourier partial sums approximate a square wave by adding sine waves. Near each jump, ripples remain.",1,1,0,0,False,,False,False
chapters/ch17-complex-fourier.tex,,14,2785,fig:oriented-interval-boundary,The boundary of an oriented interval is its ending point minus its starting point.,1,0,0,0,False,,False,False
